contrato_numero,contrato_numero_gedo,procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,contrato_perfeccionamiento_fecha,contratista_cuit,contratista_razon_social,contratista_ute_si_no,contrato_monto,contrato_moneda,funcionario_contratante_nombre,funcionario_contratante_cargo
501-1762-CON22,,501-0005-LPU21,READECUACION DE LAS OBRAS DE EVACUACION DEL SISTEMA DE LA PICASA A LA CAÑADA DE LAS HORQUETAS,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-83575811-   -APN-DCYS#MOP,501-0004-OBR22,READECUACION DE LAS OBRAS DE EVACUACION DEL SISTEMA DE LA PICASA A LA CAñADA DE LAS HORQUETAS,2022-08-29T00:00:00,30-64085427-4,SABAVISA SA,NO,818970715.73,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2113-CON21,,501-0006-LPU20,MHN - CASA DEL PUENTE - CASA SOBRE EL ARROYO,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-60354028-   -APN-SOP#MOP,501-0001-OBR21,MHN - CASA DEL PUENTE - CASA SOBRE EL ARROYO,2021-07-21T00:00:00,30-61187485-1,CONSULPER S.A.,NO,42148784.15,ARS,MARTIN GILL,Secretario
501-2690-CON22,,501-0006-LPU22,Proyecto Ejecutivo de Acueducto Interprovincial Río Dulce.,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-11313204-   -APN-DCYS#MOP,,,2023-01-23T00:00:00,30717842231,HIDROESTRUCTURAS S.A.-ESTUDIO GUITELMAN S.A. UT,SI,5885717.20,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0779-CON23,,501-0007-LPU22,Plan de Gestión Integrada de los Recursos Hídricos de la Cuenca del Río Senguer.,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-11314223-   -APN-DCYS#MOP,,,,30717955583,HCA CONSULTORA SRL - EVARSA EVLUACION DE RECURSOS SA - ESIN CONSULTORA SA U. T. E.,SI,246901800.82,ARS,,
501-1706-CON22,,501-0009-LPU21,Optimización Hidráulica del Cauce y Embalses de Atenuación de Crecidas en Río Matanza Riachuelo,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-50930088-   -APN-DCYS#MOP,,,2022-12-26T00:00:00,30717737284,SERMAN Y ASOCIADOS S.A. - HYTSA ESTUDIOS Y PROYECTOS S.A.,SI,5699560.93,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0720-CON22,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-13380501-   -APN-DCYS#MOP,501-0002-OBR21,Programa MAS - Etapa II,2022-02-25T00:00:00,30717418480,OCSA S.A. - PELQUE S.A. U.T. ? RMBA,SI,2061702769.44,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-3508-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118757858-   -APN-SOP#MOP,501-0008-OBR21,Programa MAS - Etapa II,2021-12-09T00:00:00,30716483971,Teximco S.A. - Tecnovias S.R.L. UTE,SI,2205319536.07,ARS,MARTIN GILL,Secretario
501-3506-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118725136-   -APN-SOP#MOP,501-0005-OBR21,Programa MAS - Etapa II,2021-12-07T00:00:00,30-70743189-6,ALTOTE S.A.,NO,1611670514.36,ARS,MARTIN GILL,Secretario
501-3505-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118723289-   -APN-SOP#MOP,501-0007-OBR21,Programa MAS - Etapa II,2021-12-09T00:00:00,30-70910712-3,POSE SA,NO,2604012555.74,ARS,MARTIN GILL,Secretario
501-3503-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118719346-   -APN-SOP#MOP,501-0003-OBR21,Programa MAS - Etapa II,2021-12-07T00:00:00,30-70828836-1,"C&E CONSTRUCCIONES, S.A.",NO,1619114675.08,ARS,MARTIN GILL,Secretario
501-3504-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118721316-   -APN-SOP#MOP,501-0006-OBR21,Programa MAS - Etapa II,2021-12-07T00:00:00,30-60867483-3,MARCALBA S.A.,NO,2153174460.17,ARS,MARTIN GILL,Secretario
501-3507-CON21,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-118726925-   -APN-SOP#MOP,501-0004-OBR21,Programa MAS - Etapa II,2021-12-07T00:00:00,30-69639421-7,CONSTRUMEX S.A.,NO,2409613174.25,ARS,MARTIN GILL,Secretario
501-0853-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896- -APN-DCYS#MOP,501-0003-OBR21,Programa MAS - Etapa II,2023-03-17T00:00:00,30-70828836-1,"C&E CONSTRUCCIONES, S.A.",NO,323822935.01,ARS,MARIANO MENDEZ,Director
501-0843-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0006-OBR21,Programa MAS - Etapa II,2023-03-15T00:00:00,30-60867483-3,MARCALBA S.A.,NO,430634892.03,ARS,,
501-0845-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0004-OBR21,Programa MAS - Etapa II,2023-03-15T00:00:00,30-69639421-7,CONSTRUMEX S.A.,NO,481922634.85,ARS,,
501-0847-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0002-OBR21,Programa MAS - Etapa II,2023-03-15T00:00:00,30-71741848-0,OCSA S.A. - PELQUE S.A. U.T. ? RMBA,SI,412340553.88,ARS,,
501-0846-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0008-OBR21,Programa MAS - Etapa II,2023-03-15T00:00:00,30-71648397-1,Teximco S.A. - Tecnovias S.R.L. UTE,SI,441063907.21,ARS,,
501-0844-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0005-OBR21,Programa MAS - Etapa II,2023-03-15T00:00:00,30-70743189-6,ALTOTE S.A.,NO,322334102.87,ARS,,
501-0834-CON23,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-67863896-   -APN-DCYS#MOP,501-0007-OBR21,Programa MAS - Etapa II,2023-03-14T00:00:00,30-70910712-3,POSE SA,NO,520802511.14,ARS,,
,,501-0011-LPU21,Programa MAS - Etapa II,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,,501-0007-OBR21,Programa MAS - Etapa II,,30-70910712-3,POSE SA,NO,494762385.59,ARS,,
501-2590-CON22,,501-0011-LPU22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRÍA PROF. DR. JUAN P. GARRAHAN,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-130793953-   -APN-DCYS#MOP,501-0013-OBR22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRA PROF. DR. JUAN P. GARRAHAN,2022-12-23T00:00:00,30-67730386-3,Miavasa SA,NO,284691267.86,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-1774-CON22,,501-0013-LPU21,Reforma Sanitarios - Hospital POSADAS.,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-100689799-   -APN-DCYS#MOP,501-0005-OBR22,Reforma Sanitarios - Hospital POSADAS.,2022-09-24T00:00:00,30-70852809-5,IPEXCOM S.A.,NO,372577652.19,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-1975-CON22,,501-0013-LPU22,LHN CCD Faro de Punta Mogotes,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-127547673-   -APN-DCYS#MOP,501-0006-OBR22,LHN CCD Faro de Punta Mogotes,2022-11-28T00:00:00,30-64008725-7,TEXIMCO SA,NO,83801683.43,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2591-CON22,,501-0017-LPU22,CONSERVACIÓN Y RESTAURACIÓN DEL EDIFICIO PARA LA NUEVA SEDE INSTITUCIONAL UNAB,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-131885612-   -APN-DCYS#MOP,501-0010-OBR22,CONSERVACIÓN Y RESTAURACIÓN DEL EDIFICIO PARA LA NUEVA SEDE INSTITUCIONAL UNAB,2022-12-07T00:00:00,30-71502444-2,Seo Construcciones s.r.l.,NO,523539051.54,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0704-CON22,,501-0019-LPU21,EX BIBLIOTECA NACIONAL,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-14665006-   -APN-DCYS#MOP,501-0001-OBR22,EX BIBLIOTECA NACIONAL,2022-02-25T00:00:00,30-61187485-1,CONSULPER S.A.,NO,230544386.28,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0763-CON22,,501-0020-LPU21,MHN Hotel N° 4 U.T. Chapadmalal,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-25685543-   -APN-DCYS#MOP,501-0003-OBR22,MHN Hotel No 4 U.T. Chapadmalal,2022-03-17T00:00:00,30-64008725-7,TEXIMCO SA,NO,1159695256.39,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2558-CON22,,501-0023-LPU22,MUSEO HISTÓRICO SARMIENTO. Nuevo espacio gastronómico y jardines,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-127546796-   -APN-DCYS#MOP,501-0007-OBR22,MUSEO HISTRICO SARMIENTO. Nuevo espacio gastron½mico y jardines,2022-11-29T00:00:00,30-71502444-2,Seo Construcciones s.r.l.,NO,122915264.84,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2559-CON22,,501-0025-LPU21,Palacio Haedo,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-127543750-   -APN-DCYS#MOP,,,2022-11-28T00:00:00,30-70223204-6,KIR SRL,NO,579388343.39,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0811-CON23,,501-0026-LPU22,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2023-23071570-   -APN-DCYS#MOP,501-0002-OBR23,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,2023-03-08T00:00:00,30-58156762-2,COCIVIAL S.A.,NO,2197901808.81,ARS,MARIANO MENDEZ,Director
501-2584-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-130593823-   -APN-DCYS#MOP,501-0009-OBR22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",2022-12-05T00:00:00,30-70828836-1,"C&E CONSTRUCCIONES, S.A.",NO,3066825770.04,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2585-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-139152219-   -APN-DCYS#MOP,501-0015-OBR22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",2022-12-27T00:00:00,30717864561,VIAL TEC S.A. - CONCRET NOR S.A. - MAS III - UT,SI,9979330392.73,ARS,MARIANO MENDEZ,Director
501-2586-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-139216651-   -APN-DCYS#MOP,501-0014-OBR22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",2022-12-27T00:00:00,30717872807,COINGSA S.A. - RACAVAL S.A. UNIÓN TRANSITORIA,SI,13163171292.05,ARS,MARIANO MENDEZ,Director
501-2587-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-130598871-   -APN-DCYS#MOP,501-0011-OBR22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",2022-12-12T00:00:00,30-60506247-0,CENTRO CONSTRUCCIONES S.A.,NO,1213817926.84,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-2588-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2023-16013632-   -APN-DCYS#MOP,,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",,30717878546,OCSA S.A. PELQUE S.A. UT-GRAN BS.AS. U.T.E.,SI,12899491968.75,ARS,,
501-2589-CON22,,501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-130600338-   -APN-DCYS#MOP,501-0008-OBR22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",2022-12-05T00:00:00,30-70910712-3,POSE SA,NO,9469666355.22,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-3518-CON21,,501-0032-CDI21,Sistema Nacional de Radares Meteorológicos Etapa III,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2021-123399550-   -APN-SOP#MOP,501-0009-OBR21,Sistema Nacional de Radares Meteorol½gicos Etapa III,2021-12-20T00:00:00,30-58558124-7,INVAP S.E.,NO,589160614.80,ARS,MARIANO MENDEZ,Director
501-2594-CON22,,501-0033-LPU22,ANLIS DR. CARLOS MALBRÁN,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2022-132373338-   -APN-DCYS#MOP,501-0012-OBR22,ANLIS DR. CARLOS MALBRæN,2022-12-12T00:00:00,30-71045496-1,Ingenieria y Arquitectura S.A.,NO,19714831.94,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
501-0804-CON23,,501-0034-LPU22,MHN MONUMENTO A LA BANDERA,501/00,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EX-2023-20592641-   -APN-DCYS#MOP,501-0001-OBR23,MHN MONUMENTO A LA BANDERA,2023-03-06T00:00:00,30-70950248-0,DyScon s.a.,NO,96753134.23,ARS,CARLOS AUGUSTO RODRIGUEZ,Secretario
63-0008-CON22,,63-0007-LPU21,Edificios Jefatura Regional Conurbano l,63/000,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EX-2022-39349861-   -ANSES-DOEI#ANSES,63-0001-OBR22,Edificios Jefatura Regional Conurbano l,2022-04-22T00:00:00,30-69381186-0,ILUBAIRES SA,NO,16106461.84,ARS,VERONICA YAEL BUSTOS,Director
63-0009-CON22,,63-0015-LPU21,Edificios de la Jefatura Regional Noroeste,63/000,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EX-2022-45148224-   -ANSES-DOEI#ANSES,63-0002-OBR22,Edificios de la Jefatura Regional Noroeste,2022-05-27T00:00:00,30-70932088-9,CODYAR S.R.L.,NO,119911303.33,ARS,VERONICA YAEL BUSTOS,Director
63-0016-CON22,,63-0093-LPU21,"Puesta en valor, remodelación, reparación, ampliación y/o adecuación de los edificios JRConurbano II",63/000,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EX-2022-101977873-   -ANSES-DOEI#ANSES,63-0003-OBR22,"Puesta en valor, remodelación, reparación, ampliación y/o adecuación de los edificios JRConurbano II",2022-10-05T00:00:00,30-58069871-5,Construcciones Industriales y Civiles S.R.L.,NO,244520853.37,ARS,VERONICA YAEL BUSTOS,Director
74-0186-CON22,,74-0002-LPU22,"Completamiento de construcción de edificios, Intendencia, Taller y Viviendas en la Loc.de Jaramillo",74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-75698644-   -APN-DCON#APNAC,74-0001-OBR22,"Completamiento de construcción de edificios, Intendencia, Taller y Viviendas en la Loc.de Jaramillo",2022-07-26T00:00:00,30-70955363-8,Mateo constructora SRL,NO,146032629.57,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-1218-CON21,,74-0003-LPU21,Construcción de Sanitarios en el Parque Nacional El Palmar,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-69843976-   -APN-DCON#APNAC,74-0003-OBR21,Construcción de Sanitarios en el Parque Nacional El Palmar,2021-08-06T00:00:00,30-70955363-8,Mateo constructora SRL,NO,46633960.54,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-1210-CON21,,74-0004-LPU21,Refuncionalizacion Ex Hotel Majestic - Etapa 1,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-62296455-   -APN-DCON#APNAC,74-0002-OBR21,Refuncionalizacion Ex Hotel Majestic - Etapa 1,2021-07-16T00:00:00,30-70932088-9,CODYAR S.R.L.,NO,10757089.45,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-0001-CON23,,74-0008-LPU22,Construcción de 6 (Seis) Viviendas en el Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2023-00390078-   -APN-DCON#APNAC,74-0001-OBR23,Construcción de 6 (Seis) Viviendas en el Parque Nacional Ciervos de los Pantanos,2023-01-03T00:00:00,33-70754223-9,COOPERATIVA DE TRABAJO LOS AROMOS LIMITADA,NO,5156356.44,ARS,NATALIA GABRIELA JAURI,Subdirector
74-0307-CON22,,74-0010-LPU22,Construcción de 2 Viviendas en la Localidad de Comandante Andresito - PN Iguazú,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-138248726-   -APN-DCON#APNAC,74-0007-OBR22,Construcción de 2 Viviendas en la Localidad de Comandante Andresito - PN Iguaz,2022-12-26T00:00:00,33-70754223-9,COOPERATIVA DE TRABAJO LOS AROMOS LIMITADA,NO,16986877.46,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
74-1094-CON19,,74-0013-LPU18,Mejoramiento y reparacion Camino Acceso Cerro Tronador - PN Nahuel Huapi,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2018-46713059-   -APN-DNIN#APNAC,74-0011-OBR18,Mejoramiento y reparacion Camino Acceso Cerro Tronador - PN Nahuel Huapi,2019-10-08T00:00:00,30-70225040-0,E.V.A. S.A.,NO,76451485.56,ARS,EUGENIO INDALECIO BREARD,Jefe de Departamento
74-1000-CON18,,74-0013-LPU18,Mejoramiento y reparacion Camino Acceso Cerro Tronador - PN Nahuel Huapi,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2018-46713059-   -APN-DNIN#APNAC,74-0011-OBR18,Mejoramiento y reparacion Camino Acceso Cerro Tronador - PN Nahuel Huapi,2018-12-12T00:00:00,30-70225040-0,E.V.A. S.A.,NO,63736116.56,ARS,EUGENIO INDALECIO BREARD,Jefe de Departamento
74-1220-CON21,,74-0013-LPU21,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-85330025-   -APN-DCON#APNAC,74-0004-OBR21,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),2021-09-15T00:00:00,30-70744361-4,BONALDI CONSTRUCCIONES SRL,NO,63144254.52,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-0296-CON22,,74-0014-LPU22,Construcción de Galpón / Taller (ICE) - Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-124267860-   -APN-DCON#APNAC,74-0003-OBR22,Construcción de Galpón / Taller (ICE) - Parque Nacional Ciervos de los Pantanos,2022-11-24T00:00:00,30-64735407-2,MEJORES HOSPITALES S.A.,NO,70296770.22,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
74-0294-CON22,,74-0017-LPU22,Construcción de Muelle en Ria Ajo - Parque Nacional Campos del Tuyu,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-120914152-   -APN-DCON#APNAC,74-0002-OBR22,Construcción de Muelle en Ria Ajo - Parque Nacional Campos del Tuyu,2022-11-11T00:00:00,30-71581805-8,HIER LOGISTIC SRL,NO,89337987.49,ARS,NATALIA GABRIELA JAURI,Subdirector
74-0306-CON22,,74-0018-LPU22,Construcción de 3 viviendas en la Reserva Natural San Antonio,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-138250909-   -APN-DCON#APNAC,74-0006-OBR22,Construcción de 3 viviendas en la Reserva Natural San Antonio,2022-12-26T00:00:00,33-70754223-9,COOPERATIVA DE TRABAJO LOS AROMOS LIMITADA,NO,28223463.66,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
74-1050-CON20,,74-0020-LPU19,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2020-60556097-   -APN-DCON#APNAC,74-0001-OBR20,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,2020-09-11T00:00:00,30-70966267-4,CONSTRUCTORA VENETTO S.A.,NO,23598046.64,ARS,DANIEL JORGE SOMMA,Responsableárea
74-1345-CON21,,74-0021-LPU21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-106066029-   -APN-DCON#APNAC,74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,2021-11-03T00:00:00,30-50424533-7,VIMECO S.A.,NO,11245829.82,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-1299-CON21,,74-0021-LPU21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-101248118-   -APN-DCON#APNAC,74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,,30-50424533-7,VIMECO S.A.,NO,11245829.82,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-1344-CON21,,74-0021-LPU21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-80475293-   -APN-DNIN#APNAC,74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,,30-50424533-7,VIMECO S.A.,NO,11245829.82,ARS,,
74-1078-CON21,,74-0025-LPU20,Refacción y mejoramiento del Edificio Intendencia Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2021-42162695-   -APN-DCON#APNAC,74-0001-OBR21,Refacción y mejoramiento del Edificio Intendencia Parque Nacional Ciervos de los Pantanos,2021-05-13T00:00:00,30-70744361-4,BONALDI CONSTRUCCIONES SRL,NO,28321473.88,ARS,LAUTARO EDUARDO ERRATCHU,Director
74-0308-CON22,,74-0045-LPU22,Refacción y refuncionalizacion Centro de Visitantes en el Parque Nacional El Palmar,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EX-2022-138252385-   -APN-DCON#APNAC,74-0005-OBR22,Refacción y refuncionalizacion Centro de Visitantes en el Parque Nacional El Palmar,2022-12-26T00:00:00,30-70955363-8,Mateo constructora SRL,NO,72624589.42,ARS,FEDERICO DANILO GRANATO,Jefe de Departamento
